committed,617
denial,617
"feeling bad",612
automatically,610
blackout,610
blackouts,610
independent,600
dibenzodiazepines,599
race,599
sedating,599
burnt,598
warmth,598
chewing,595
staff,594
continuin,593
15s,592
apt,592
personality,590
aspirin,589
"wisdom teeth",589
chicken,588
cod,588
event,587
walks,585
"feeling sick",584
scrapings,584
cola,583
"kidney stone",580
"kidney stones",580
pinch,580
amd,579
tan,579
cracked,577
ers,576
proven,574
drag,572
"drug addiction",571
obsession,569
decreased,568
speech,566
barbiturate,564
fml,564
videos,564
hopeless,563
pet,563
map,562
"mental illness",560
mucus,560
promethazine,558
calcium,556
fuzzy,556
pharmaf,556
sharp,554
morph,552
trap,552
undetermined,552
energetic,551
yoga,551
dis,549
etizolam,548
yelling,548
pool,545
dvd,544
strained,544
cave,542
drain,542
genius,542
"panic attacks",542
"physical symptoms",541
soak,540
"w inspiration",540
stone,539
pale,538
terrifying,537
analgesic,536
fed,536
men,536
d-amphetamine,535
l-amphetamine,535
target,533
"physical therapy",532
"2-3 days",531
"doesn't work",531
aim,530
"nervous system",530
mmt,529
scan,528
sepsis,528
ben,526
infected,524
cbt,522
choking,522
toe,522
melt,521
teacher,521
unconsciousness,521
humor,519
staring,519
dallergy,518
blind,517
catching,516
"panic attack",516
signed:,516
stumble,516
vape,516
dress,514
liquor,514
antidepressants,513
swelling,513
vision,513
bruises,512
"cough syrup",511
plays,510
pulls,510
sits,510
dust,509
attack,508
moron,508
tagamet,507
statuss,506
elbow,505
sedative,505
disc,502
plasma,502
evaluable,501
isolate,501
dehydration,500
inactive,500
percocets,500
replacement,499
vitamine,497
depressan,496
magnesium,496
vitamin,496
potassium,495
bruising,494
collapsed,494
"pins needles",493
core,492
exhausted,492
subjective,492
tail,492
fits,491
irc,491
stressed,491
"drug addicts",490
hed,490
forearms,489
intervention,489
silver,489
x-ray,489
paranoia,487
interventions,486
"pain medication",486
star,486
ace,483
spraying,483
fatal,482
sensation,481
clever,480
vic,480
clonazepam,478
beef,476
endo,476
turkey,476
shock,474
diabetic,473
emission,472
advil,471
marriage,468
meclonazepam,468
diacetylmorphine,467
quinine,466
ears,464
stands,462
crown,459
guts,459
"nasal spray",458
"nasal sprays",458
ingesta,454
silvera,454
bic,453
operation,453
colon,452
constipated,452
blisters,450
doors,449
unrelated,449
drs,448
tha,448
unlimited,446
mmm,445
regimen,445
ritalin,445
gatorade,444
focusing,443
antidepressant,442
anus,442
arteries,442
nipple,442
surgeries,441
"antidepressant rx",440
aspiration,440
agony,439
climbing,438
testosterone,437
"allergic reactions",434
cast,434
coma,433
resolved,433
choke,432
eyeball,432
genetic,432
tor,431
urgent,431
ache,430
"allergic reaction",430
bones,428
"brain damage",428
suffered,428
therapeutic-m,428
resident,427
knee,426
"baking soda",425
peeps,425
exposure,424
acne,423
throws,423
curb,422
log,422
ptsd,422
skull,422
stem,422
"never smoked",421
passion,421
thebaine,421
blade,420
confrontation,420
fishing,420
"vitamin c",420
flushing,418
implant,418
smoker,417
aha,416
lung,416
rice,416
"stool softeners",414
deeply,413
seroquel,412
derealization,411
dipping,410
sludge,410
write,410
psychedelic,409
violence,409
numbness,408
sam,408
allergies,406
reverset,406
scales,406
carried,405
rise,404
concerta,403
engaged,403
kno,403
abortions,402
"addictive personality",402
lethal,402
complaints,401
"depression anxiety",401
rabbit,401
statin,401
apathy,400
honey,399
"formulation r",398
menthol,398
adhd,397
greedy,397
jerking,396
nothing,396
"respiratory depression",396
"5 6",395
"substance abuse",395
psychotic,394
migraine,393
bbb,392
charm,391
enema,391
gums,391
salinex,390
apple,388
vanilla,388
"physical addiction",386
psychosis,386
volumex,385
cbd,384
"drug abuse",384
limb,384
oded,384
plague,384
stereotypes,384
sum,383
"scar tissues",382
defensive,381
chemo,380
dehydrated,380
omission,380
transfers,380
alprazolam,379
"hours sleep",379
shy,379
calprazolam,378
vyvanse,376
binges,375
insanity,375
"no substance abuse",375
"pain control",375
privacy,375
guidance,374
hep,373
"buy drugs",372
dem,372
mrsa,372
"started smoking",371
"[x]addictive personality",370
abscesses,370
chewed,370
trunk,370
agent,369
"injection site",368
task,368
ocean,367
salivas,367
hiccups,366
wean,366
zembrace,366
"addicted heroin",364
baths,364
fluid,364
tense,364
swollen,363
ghb,362
lips,362
van,362
carries,361
sneezing,361
bleeding,360
cleans,360
"left arm",360
moves,360
screening,360
rural,357
dental,356
torn,356
mri,355
reminding,355
bold,354
coinfections,354
mvp,354
rooting,353
shell,353
miralax,352
pea,352
"physical dependence",352
raped,352
confirmed,351
decidin,351
dressing,351
nyquil,351
tonic,351
anesthesias,350
flash,350
gingers,350
"sick person",349
"cold sweats",348
"lost job",348
retired,348
drooling,347
dilate,346
improved,346
analgesias,344
coat,344
vaginas,344
cheek,343
"1-3 years ago",342
chips,342
ins,342
scrip,342
donation,341
manipulate,341
gingera,340
layer,340
"never took",340
stepping,340
x-rays,339
retreatments,338
smith,338
drowsy,337
diamorphine,336
extracted,336
redness,336
tonsil,336
forgetting,335
layers,335
methamphetamine,335
shiny,335
d-methamphetamine,332
l-methamphetamine,332
lorazepam,332
critical,331
"runny nose",331
"<30 min",330
rectum,330
unhappy,330
adrenaline,329
zohydro,329
"blood vessel",328
potentiation,328
tattoos,328
"epsom salt",327
partying,327
zoloft,327
peach,326
swimming,326
tens,326
clorazepam,325
diazepam,324
ether,324
hallucinations,324
moisturel,324
msg,324
unsure,324
urethra,324
bowel,323
flushed,323
illness,323
virus,323
blank,322
bowels,322
nsaid,322
"car accident",321
mrs,320
"sore throat",320
degeneration,319
anal,318
"opana er",318
wellbutrin,318
fatigued,317
"3-5 years ago",316
belly,316
diversion,316
drowsiness,316
induction,315
cimetidine,314
"completely understand",314
"methadone maintenance",314
pit,314
"stay awake",314
thrill,314
growth,313
l-adrenaline,313
sensitivity,313
"amino acids",312
consideration,312
toes,312
knowledgeable,311
"antagonist g",310
rad,310
rehabilitation,310
speaks,310
dabs,309
contaminated,308
jaw,308
"blood draw",307
stimate,307
"baking powder",306
"blood clot",306
"blood clots",306
fluids,306
"life threatening",306
margin,306
opt,306
crawling,305
estring,305
"medical records",305
"anxiety depression",304
"blood brain barrier",304
corn,304
ham,304
handling,304
manic,304
psyche,304
releases,304
scarred,304
"muscle relaxant",303
reduction,303
soaked,303
"heart attack",302
flashes,301
gag,300
inform,300
"ms contin",300
irritable,299
injuries,298
lactose,298
laundry,298
lump,298
"serotonin syndrome",298
"severe pain",298
abusive,297
"drug problem",297
essentia,297
essentiale,297
flexeril,297
removal,297
scraping,297
olive,296
paracetamol,296
"person phenx",296
unconscious,296
budgets,295
cupping,295
poo,294
irrational,293
splitting,293
enemas,292
eyebrow,292
lethargic,292
syndromes,292
dates,291
infiltration,291
ppt,291
duck,290
dizzy,289
duct,288
distractions,287
"pain relievers",286
perform,286
unemployed,286
bacon,285
stare,285
ama,284
barbiturates,284
"breakthrough pain",284
cramping,284
demerol,284
"lose weight",284
cherry,283
iscover,283
legend,283
chime,282
gentle,282
"group therapy",282
probable,282
skipping,282
dads,281
bananin,280
brushing,280
abandoned,279
indicated,279
pandas,279
tums,277
rotateq,276
comforting,275
laxatives,275
bleed,274
cinnamon,274
nails,274
"social anxiety",274
weakness,274
clonodine,273
iii,272
skipped,272
"smoking cigarettes",271
alcoholism,270
candle,270
diseases,270
flare,270
destruction,268
reconstruction,268
analgesics,267
"fall from hospital trolley",267
agreement,266
disorder,266
enhancer,266
divorce,265
hunting,265
"heart rates",264
lucid,264
sol,264
asepsis,263
nostalgia,263
roxicodone,263
narrow,262
sec,261
shunting,261
ssris,261
stroke,261
ostalgia,260
pepper,260
20-25,259
allergy.,259
callergy,259
repair,259
anti-histamine,258
dancing,258
laxative,258
prime,258
solo,258
srs,258
"stomach pain",258
whoops,258
conviction,257
medicines,257
pricks,256
shout,255
tomato,255
communicate,254
thigh,254
turn,254
"young age",254
climb,253
difficulty,253
hearts,253
interferon,252
ipa,252
"controlled substance",251
intestines,251
"not prescribed",251
plasmas,251
homo,250
multi,250
optimistic,250
refreshing,250
rehydration,250
syndrome,250
abcess,249
fog,249
battery,248
binging,248
neurontin,248
delusional,247
lethargy,247
sedated,247
shaky,247
silence,247
span,247
eyelid,246
"not sure",246
prevention,246
aleve,245
sticker,245
estrogens,244
dizziness,243
bladders,242
swell,242
drool,241
hydromorphon,240
worms,240
"4-5 days",239
charming,239
sterilize,239
atenolol,238
cavity,238
dish,238
itd,238
moody,238
hextend,237
carrier,236
"dark brown",236
detected,236
institution,236
pals,236
adimolol,235
afurolol,235
android,235
berkolol,235
camping,235
epanolol,235
ericolol,235
esprolol,235
flumolol,235
magnolol,235
moprolol,235
"nerve pain",235
pargolol,235
pindolol,235
presolol,235
sotalolo,235
timololo,235
disability,234
epidural,234
"medical problem",234
scarring,234
committing,233
fortune,233
cruised,232
enablex,231
struck,231
"watching movies",229
acidity,228
behaviours,228
crawl,228
crop,228
"short period",228
talented,228
breezee,227
flashbacks,227
grinding,227
hiking,227
limbs,227
mills,227
"5 minute",226
cia,226
isolations,226
nickname,226
nursing,226
regaine,226
compromise,225
elation,225
"immune system",225
percussions,225
urban,225
versed,225
drunks,224
dhc,223
labs,223
"trouble sleeping",223
denying,222
loneliness,222
mos,222
nipples,222
pep,222
"watery eyes",222
cramps,221
"whole body",221
demanding,220
multivitamins,220
naproxen,220
"opiate abuse",220
stones,220
david,219
despair,219
homelessness,218
"ohaha syndrome",218
"oral morphine",218
eyeballs,217
supervision,217
appendix,216
"liver damage",216
crisis,215
immune,215
"bint al dhahab",214
"brain damages",214
objective,214
prostate,214
"room temperature",214
acetic,213
fetish,213
protection,213
prozac,213
pulse,213
adopted,212
exposures,212
libido,212
vigilante,212
grape,211
mane,211
"moved away",211
"3-5 days",210
5-htp,210
bpd,210
cranberry,210
fap,210
hyper,210
mucous,210
mug,210
piercing,210
piercings,210
reaches,210
revolution,210
tic,210
"vitamin ce",210
citric,209
implants,209
nalgesic,209
steer,209
"amino acid",208
pleased,208
ron,208
flushings,207
measurin,207
stretching,207
bracing,206
marry,206
"preparation k",206
watermelon,206
fleeting,205
"preparation h",205
smokers,205
ash,204
cab,204
catches,204
hepatitis,204
interactions,204
pls,204
shavings,204
sneeze,204
alkaloid,203
"body weight",203
breasts,203
"drug seeking",203
"sleep paralysis",203
stabilize,203
weighing,203
cellulitis,202
impulsive,202
"muscle relaxants",202
sting,202
tussionex,202
arthritis,201
mah,201
pierced,201
provest,201
soaking,201
thirsty,201
"antihistamines h1",200
"antihistamines ur",200
chaos,200
mates,199
viagra,199
clot,198
era,198
flood,198
pie,198
pinched,198
drinker,197
silent,197
stems,197
detect,196
dihydrocodeine,196
methanol,196
removals,196
waters,196
absences,195
dramamine,195
transplant,195
"withdrawal syndrome",195
"birth control",194
"black pepper",194
hospitalized,194
packing,194
remedy,194
"several days",194
yawning,194
coughing,193
peel,193
cal,192
lithium,192
"muscle spasm",192
temazepam,192
carriers,190
expression,190
hydroxyzine,190
lime,190
nsaids,190
radius,190
das,189
fitting,189
mas,189
organs,189
sob,189
faint,188
fracture,188
nirvan,188
pdx,188
scratches,188
"telling truth",187
wee,187
zubsolv,187
barley,186
"feeling fine",186
"much better",186
piles,186
potato,186
salvage,186
amber,185
"importance 1",185
"importance 2",185
"importance 3",185
inventory,185
mph,185
possess,185
century,184
doe,184
est,184
"i didn't drink",184
pinning,184
scroll,184
"stomach ache",184
apsolol,183
arnolol,183
bunolol,183
esmolol,183
nadolol,183
resistant,183
tazolol,183
timolol,183
"weird feeling",183
cancell,182
schizophrenia,182
sever,182
strokes,182
arising,181
boils,181
"definitely agree",181
pseudo,181
pulp,181
rose,181
shivering,181
"local anesthetics",180
mold,180
"nerve damage",180
"pain medicine",180
"weight loss",180
laughs,179
potatos,179
weaning,179
spinning,178
anhedonia,177
"cold feelings",177
"controlled substances",177
lexapro,177
"morphine sulfate er",177
virgin,177
anguish,176
groggy,176
"morphine sulfate",176
ofc,176
panalog,176
protectin,176
toxicity,176
trapper,176
acetone,175
employed,175
"mental state",175
mint,175
"w anesthesia",175
"answered question",174
butrans,174
digital,174
hallucinogens,174
semen,174
twin,174
metro,173
ribs,173
"double check",172
illusion,172
"mood swings",172
wheelchair,172
compulsion,171
impacted,171
pneumonia,171
pneumoniae,171
pneumonias,171
proactiv,171
timeline,171
transportation,171
vertigo,171
compression,170
festination,170
jumps,170
pca,170
shocking,170
"sleep aid",170
abuser:,169
darvocet,169
"increase dose",169
cle,168
compete,168
frank,168
ginterferon,168
incision,168
interferons,168
"mental disorder",168
norepinephrine,168
progression,168
spotting,168
tendon,168
tonsils,168
potatoes,167
stimulation,167
"asked question",166
"chest pain",166
effexor,166
"feeling ok",166
"fish mouth",166
metric,166
parenting,166
pupil,166
"sick feeling",166
susceptible,166
"buying drugs",165
jitter,165
"replacement therapy",165
sustain,165
trappers,165
unresponsive,165
"valerian root",165
"blood vessels",164
examined,164
overweight,164
prometh,164
rash,164
reapplication,164
rectums,164
"addicted drugs",163
crank,163
fart,163
interpretation,163
"oxy 10",163
hycodan,162
pause,162
sternum,162
sunburn,162
attacked,161
copper,161
kava,161
procure,161
promet,161
pushes,161
"rubbing alcohol",161
stool,161
strawberry,161
visa,161
abstinent,160
"blood drawn",160
cord,160
itchiness,160
sauna,160
sinus,160
cocoa,159
hives,159
radiation,159
"strawberry c",159
trazodone,159
ave,158
confirmation,158
"strains different",158
tremor,158
administering,157
"answers questions",157
diversions,157
hemorrhoids,157
impulse,157
skag,157
capillaries,156
drowsinesses,156
dumping,156
electrolyte,156
electrolytes,156
epi,156
hunger,156
lad,156
newborn,156
stapled,156
thumbnail,156
thumbs,156
"vitamin b3",156
aching,155
breaths,155
discontinued,155
dots,155
"hydromorph contin",155
multivitamine,155
shaved,155
thrills,155
blockage,154
cape,154
collateral,154
dilated,154
helpless,154
identified,154
insensitivity,154
wings,154
"2 acetic acid",153
"acetic acid",153
bacteriostat,153
"body fat",153
doubtful,153
"feel cold",153
"heroin withdrawal",153
jaundice,153
paralyzed,153
pens,153
"reading disorder",153
"relieve pain",153
twitch,153
attachment,152
bathing,152
feather,152
habilitation,152
lupus,152
neutral,152
reattachment,152
shoplifting,152
stabilized,152
attacks,150
dexedrine,150
engaging,150
ffs,150
incapable,150
pac,150
vessel,150
assault,149
"pain reliever",149
requip,149
"room temp",149
tension,149
tis,149
carrot,148
"diag differential",148
pancreatitis,148
teasing,148
"acid reflux",147
bile,147
bury,147
hobo,147
naringin,147
sprayed,147
syringin,147
zofran,147
7-mmmhp,146
aic,146
antacid,146
deceased,146
"dry mouth",146
eyebrows,146
"muscle pain",146
res,146
squat,146
"test result",146
coherent,145
diagnose,145
ethanols,145
fammmpc,145
"heroin overdose",145
manipulative,145
spilling,145
coconut,144
comp,144
engagement,144
injectables,144
"prescription drugs",144
pumpkin,144
dormin,143
phenibut,143
skateboarding,143
abnormal,142
assessment,142
companion,142
"liver failure",142
pregabalin,142
swab,142
vascular,142
womb,142
applaud,141
hairs,141
"nonprescription drugs",141
plagues,141
tract,141
tranquilizer,141
"false positive",140
onion,140
"oxycodone hcl",140
wad,140
"weight gain",140
calciums,139
discussions,139
tat,139
bicep,138
"chain smoker",138
cmmmtb,138
confrontations,138
"deep breath",138
psychiatric,138
reassurance,138
stumbling,138
"tense feeling",138
unstable,138
copious,137
darling,137
peppers,137
revive,137
"suboxone withdrawal",137
cannabinoid,136
cannabinoids,136
drown,136
"gain weight",136
globe,136
introduction,136
methylphenidate,136
oriented,136
retaine,136
sage,136
staggering,136
stupor,136
testicle,136
torch,136
esophagus,135
fibromyalgia,135
fox,135
oesophagus,135
unclassified,135
cow,134
"feel depressed",134
"hot feeling",134
intact,134
las,134
"magnesium citrate",134
neurological,134
nucynta,134
solacen,134
tuck,134
bup,133
"feel warm",133
irritability,133
morons,133
"extremely difficult",132
fantasize,132
harden,132
"indifferent mood",132
lamb,132
overtime,132
squad,132
vaccine,132
"adverse effect",131
"blood draws",131
defect,131
